image_id	image_path	image_pt_path	graylevel	original_height	original_width	transcription	transcription_len
a01-063-08	./data/lines/a01/a01-063/a01-063-08.png	./data/lines/a01/a01-063/a01-063-08.pt	152	183	1870	United|States|officials|quickly|point|out	41
a01-063-09	./data/lines/a01/a01-063/a01-063-09.png	./data/lines/a01/a01-063/a01-063-09.pt	152	193	1591	that|this|is|money|due|to|America	33
a01-063-10	./data/lines/a01/a01-063/a01-063-10.png	./data/lines/a01/a01-063/a01-063-10.pt	152	139	373	anyway|.	8
a01-063u-09	./data/lines/a01/a01-063u/a01-063u-09.png	./data/lines/a01/a01-063u/a01-063u-09.pt	169	85	954	to|America|anyway|.	19
a01-063x-00	./data/lines/a01/a01-063x/a01-063x-00.png	./data/lines/a01/a01-063x/a01-063x-00.pt	188	199	1906	But|he|said|discussions|"|on|a|higher	37
a01-063x-01	./data/lines/a01/a01-063x/a01-063x-01.png	./data/lines/a01/a01-063x/a01-063x-01.pt	187	211	2029	level|than|in|the|past|"|might|be|useful|.	42
a01-063x-04	./data/lines/a01/a01-063x/a01-063x-04.png	./data/lines/a01/a01-063x/a01-063x-04.pt	180	211	1929	German|Foreign|Minister|,|who|is|due|in	39
a01-063x-05	./data/lines/a01/a01-063x/a01-063x-05.png	./data/lines/a01/a01-063x/a01-063x-05.pt	185	199	1767	Washington|next|week|.|A|big|slice|of	37
a01-063x-06	./data/lines/a01/a01-063x/a01-063x-06.png	./data/lines/a01/a01-063x/a01-063x-06.pt	186	218	2016	Germany's|"|aid|"|is|the|early|payment	38
a01-063x-07	./data/lines/a01/a01-063x/a01-063x-07.png	./data/lines/a01/a01-063x/a01-063x-07.pt	181	170	2023	of|a|210million|debt|to|America|.|United	40
a01-068u-09	./data/lines/a01/a01-068u/a01-068u-09.png	./data/lines/a01/a01-068u/a01-068u-09.pt	167	86	984	troops|in|Germany|.	19
a01-072x-00	./data/lines/a01/a01-072x/a01-072x-00.png	./data/lines/a01/a01-072x/a01-072x-00.pt	184	157	1514	These|support|costs|are|a|big|drain|on|America's	48
a01-072x-02	./data/lines/a01/a01-072x/a01-072x-02.png	./data/lines/a01/a01-072x/a01-072x-02.pt	182	146	1556	once-and-for-all|cash|offer|of|357million|.|President	53
a01-072x-03	./data/lines/a01/a01-072x/a01-072x-03.png	./data/lines/a01/a01-072x/a01-072x-03.pt	177	151	1501	Kennedy's|rejection|of|it|is|a|painful|blow|to|the	50
a01-072x-04	./data/lines/a01/a01-072x/a01-072x-04.png	./data/lines/a01/a01-072x/a01-072x-04.pt	174	144	1542	West|German|Government|.|It|will|now|have|to|pay	48
a01-072x-07	./data/lines/a01/a01-072x/a01-072x-07.png	./data/lines/a01/a01-072x/a01-072x-07.pt	172	81	730	American|administration|.	25
a01-077-00	./data/lines/a01/a01-077/a01-077-00.png	./data/lines/a01/a01-077/a01-077-00.pt	184	181	1733	And|,|since|this|is|election|year|in|West	41
a01-077-01	./data/lines/a01/a01-077/a01-077-01.png	./data/lines/a01/a01-077/a01-077-01.pt	183	189	1636	Germany|,|Dr.|Adenauer|is|in|a|tough	36
a01-077-02	./data/lines/a01/a01-077/a01-077-02.png	./data/lines/a01/a01-077/a01-077-02.pt	182	179	1724	spot|.|Joyce|Egginton|cables|:|President	40
a01-077-03	./data/lines/a01/a01-077/a01-077-03.png	./data/lines/a01/a01-077/a01-077-03.pt	182	162	1784	Kennedy|at|his|Washington|Press|con-	36
a01-077-04	./data/lines/a01/a01-077/a01-077-04.png	./data/lines/a01/a01-077/a01-077-04.pt	182	161	1610	ference|admitted|he|did|not|know	32
a01-077-05	./data/lines/a01/a01-077/a01-077-05.png	./data/lines/a01/a01-077/a01-077-05.pt	182	192	1638	whether|America|was|lagging|behind	34
a01-077-06	./data/lines/a01/a01-077/a01-077-06.png	./data/lines/a01/a01-077/a01-077-06.pt	179	165	1788	Russia|in|missile|power|.|He|said|he	36
a01-077-07	./data/lines/a01/a01-077/a01-077-07.png	./data/lines/a01/a01-077/a01-077-07.pt	182	192	1646	was|waiting|for|his|senior|military	35
a01-077-08	./data/lines/a01/a01-077/a01-077-08.png	./data/lines/a01/a01-077/a01-077-08.pt	179	146	1743	aides|to|come|up|with|the|answer|on	35
a01-077-09	./data/lines/a01/a01-077/a01-077-09.png	./data/lines/a01/a01-077/a01-077-09.pt	182	159	606	February|20|.	13
a01-077u-08	./data/lines/a01/a01-077u/a01-077u-08.png	./data/lines/a01/a01-077u/a01-077u-08.pt	168	83	754	on|February|20|.	16
a01-087-01	./data/lines/a01/a01-087/a01-087-01.png	./data/lines/a01/a01-087/a01-087-01.pt	161	117	1515	Labour's|attack|on|the|higher|health	36
a01-087-02	./data/lines/a01/a01-087/a01-087-02.png	./data/lines/a01/a01-087/a01-087-02.pt	161	142	1846	charges|.|Mr.|Powell|,|white-faced|and|outwardly	48
a01-087-04	./data/lines/a01/a01-087/a01-087-04.png	./data/lines/a01/a01-087/a01-087-04.pt	161	142	1736	ment|-|and|ended|by|inciting|Labour|M Ps	40
a01-087-05	./data/lines/a01/a01-087/a01-087-05.png	./data/lines/a01/a01-087/a01-087-05.pt	161	114	1705	to|angry|uproar|.|One|dealt|with|the|human	42
a01-087-06	./data/lines/a01/a01-087/a01-087-06.png	./data/lines/a01/a01-087/a01-087-06.pt	161	110	1630	issue|behind|the|Health|Service|;|the|other	43
a01-087-08	./data/lines/a01/a01-087/a01-087-08.png	./data/lines/a01/a01-087/a01-087-08.pt	161	130	730	always|come|first|.	19
a01-091-00	./data/lines/a01/a01-091/a01-091-00.png	./data/lines/a01/a01-091/a01-091-00.pt	182	192	1597	The|result|of|the|vote|was|not|in	33
a01-091-01	./data/lines/a01/a01-091/a01-091-01.png	./data/lines/a01/a01-091/a01-091-01.pt	182	127	1770	doubt|.|For|the|Tories|were|massed	34
a01-091-02	./data/lines/a01/a01-091/a01-091-02.png	./data/lines/a01/a01-091/a01-091-02.pt	182	165	1761	in|answer|to|their|whips|to|defeat|a	36
a01-091-03	./data/lines/a01/a01-091/a01-091-03.png	./data/lines/a01/a01-091/a01-091-03.pt	179	181	1732	censure|motion|on|the|Government|for	36
a01-091-04	./data/lines/a01/a01-091/a01-091-04.png	./data/lines/a01/a01-091/a01-091-04.pt	182	176	1696	"|undermining|the|Health|Service|"|and	38
a01-091-05	./data/lines/a01/a01-091/a01-091-05.png	./data/lines/a01/a01-091/a01-091-05.pt	182	204	1860	placing|heavy|burdens|on|those|least	36
a01-091-06	./data/lines/a01/a01-091/a01-091-06.png	./data/lines/a01/a01-091/a01-091-06.pt	182	117	1573	able|to|bear|them|.|Mr.|Brown	29
a01-091-07	./data/lines/a01/a01-091/a01-091-07.png	./data/lines/a01/a01-091/a01-091-07.pt	182	166	1848	declared|that|the|policy|under|censure	38
a01-091-08	./data/lines/a01/a01-091/a01-091-08.png	./data/lines/a01/a01-091/a01-091-08.pt	179	161	1810	was|monstrous|.|It|had|offended|many	36
a01-091-09	./data/lines/a01/a01-091/a01-091-09.png	./data/lines/a01/a01-091/a01-091-09.pt	179	196	1727	people|far|beyond|the|ranks|of|Labour	37
a01-091-10	./data/lines/a01/a01-091/a01-091-10.png	./data/lines/a01/a01-091/a01-091-10.pt	178	154	511	supporters|.	12
a01-091u-09	./data/lines/a01/a01-091u/a01-091u-09.png	./data/lines/a01/a01-091u/a01-091u-09.pt	169	58	749	Labour|supporters|.	19
a01-096u-10	./data/lines/a01/a01-096u/a01-096u-10.png	./data/lines/a01/a01-096u/a01-096u-10.pt	170	54	319	people|.	8
a01-102-00	./data/lines/a01/a01-102/a01-102-00.png	./data/lines/a01/a01-102/a01-102-00.pt	182	212	1685	"|After|a|lifetime|of|helping|others|and	40
a01-102-01	./data/lines/a01/a01-102/a01-102-01.png	./data/lines/a01/a01-102/a01-102-01.pt	178	186	1514	healing|the|sick|,|my|considered	32
a01-102-05	./data/lines/a01/a01-102/a01-102-05.png	./data/lines/a01/a01-102/a01-102-05.pt	182	174	1727	are|dealing|with|a|noble|edifice|which	38
a01-102-06	./data/lines/a01/a01-102/a01-102-06.png	./data/lines/a01/a01-102/a01-102-06.pt	178	136	1533	needs|an|imaginative|architect|to	33
a01-102-07	./data/lines/a01/a01-102/a01-102-07.png	./data/lines/a01/a01-102/a01-102-07.pt	182	162	1558	improve|it|,|but|it|has|got|a	29
a01-102-08	./data/lines/a01/a01-102/a01-102-08.png	./data/lines/a01/a01-102/a01-102-08.pt	178	175	1749	quantity|surveyor|.|We|have|descended	37
a01-102-09	./data/lines/a01/a01-102/a01-102-09.png	./data/lines/a01/a01-102/a01-102-09.pt	178	199	1774	from|the|real|problems|to|fiddling|about	40
a01-102-10	./data/lines/a01/a01-102/a01-102-10.png	./data/lines/a01/a01-102/a01-102-10.pt	179	166	926	with|bills|of|cost|.	20
a01-107-00	./data/lines/a01/a01-107/a01-107-00.png	./data/lines/a01/a01-107/a01-107-00.pt	191	128	1814	We|believe|that|a|comprehensive|medical|service|,|free|to|the|patient	69
a01-107-01	./data/lines/a01/a01-107/a01-107-01.png	./data/lines/a01/a01-107/a01-107-01.pt	191	132	1676	at|the|point|of|need|and|with|one|standard|for|all|sick	55
a01-107-04	./data/lines/a01/a01-107/a01-107-04.png	./data/lines/a01/a01-107/a01-107-04.pt	182	167	1887	"|The|jackals|bay|when|there|is|nothing|better|they|can|do|.|"	62
a01-113-00	./data/lines/a01/a01-113/a01-113-00.png	./data/lines/a01/a01-113/a01-113-00.pt	191	140	1792	He|told|them|that|their|conception|of|social|services|was|wholly	64
a01-113-01	./data/lines/a01/a01-113/a01-113-01.png	./data/lines/a01/a01-113/a01-113-01.pt	191	168	1783	different|-|fundamentally|different|from|that|of|Labour|.|They	62
a01-113-02	./data/lines/a01/a01-113/a01-113-02.png	./data/lines/a01/a01-113/a01-113-02.pt	191	156	1612	would|provide|an|ambulance|service|for|the|absolutely	53
a01-113-03	./data/lines/a01/a01-113/a01-113-03.png	./data/lines/a01/a01-113/a01-113-03.pt	191	142	1799	wretched|-|but|it|would|not|be|too|comfortable|nor|too|easy|to	62
a01-113-04	./data/lines/a01/a01-113/a01-113-04.png	./data/lines/a01/a01-113/a01-113-04.pt	191	164	1842	get|.|Answering|jeers|that|it|was|Labour|which|first|put|a	58
a01-113-05	./data/lines/a01/a01-113/a01-113-05.png	./data/lines/a01/a01-113/a01-113-05.pt	191	163	1832	ceiling|on|health|spending|and|started|charges|,|Mr.|Brown	58
a01-113-07	./data/lines/a01/a01-113/a01-113-07.png	./data/lines/a01/a01-113/a01-113-07.pt	191	145	1714	done|in|1950|because|of|the|financial|strain|of	47
a01-113-08	./data/lines/a01/a01-113/a01-113-08.png	./data/lines/a01/a01-113/a01-113-08.pt	191	89	575	the|Korean|war|.	16
a01-117-01	./data/lines/a01/a01-117/a01-117-01.png	./data/lines/a01/a01-117/a01-117-01.pt	175	126	1700	needy|than|Labour|had|to|make|it|in|1950|.|And	46
a01-117-02	./data/lines/a01/a01-117/a01-117-02.png	./data/lines/a01/a01-117/a01-117-02.pt	175	123	1552	as|a|percentage|of|social|service|expenditure|,	47
a01-117-03	./data/lines/a01/a01-117/a01-117-03.png	./data/lines/a01/a01-117/a01-117-03.pt	175	125	1492	health|had|fallen|from|28.5|to|23.1|per|cent.	45
a01-117-04	./data/lines/a01/a01-117/a01-117-04.png	./data/lines/a01/a01-117/a01-117-04.pt	175	162	1649	Then|Mr.|Brown|swung|his|attack|directly|to|the	47
a01-117-05	./data/lines/a01/a01-117/a01-117-05.png	./data/lines/a01/a01-117/a01-117-05.pt	160	138	1662	unsmiling|Mr.|Powell|.|He|demanded|that|instead	47
a01-117-06	./data/lines/a01/a01-117/a01-117-06.png	./data/lines/a01/a01-117/a01-117-06.pt	162	135	1668	of|taking|it|out|of|the|patients|Mr.|Powell|should	50
a01-117-07	./data/lines/a01/a01-117/a01-117-07.png	./data/lines/a01/a01-117/a01-117-07.pt	175	159	1650	take|ruthless|action|against|the|drug|making	44
a01-117-08	./data/lines/a01/a01-117/a01-117-08.png	./data/lines/a01/a01-117/a01-117-08.pt	160	148	1709	industry|,|whose|profits|had|risen|by|up|to|400	47
a01-117-09	./data/lines/a01/a01-117/a01-117-09.png	./data/lines/a01/a01-117/a01-117-09.pt	162	165	1227	per|cent.|in|the|last|eight|years|.	35
a01-122-01	./data/lines/a01/a01-122/a01-122-01.png	./data/lines/a01/a01-122/a01-122-01.pt	161	122	1594	children|and|sick|people|than|to|take|on|this|vast	50
a01-122-02	./data/lines/a01/a01-122/a01-122-02.png	./data/lines/a01/a01-122/a01-122-02.pt	161	131	1608	industry|,|"|Mr.|Brown|commented|icily|.|"|Let|us|have|a	56
a01-122-03	./data/lines/a01/a01-122/a01-122-03.png	./data/lines/a01/a01-122/a01-122-03.pt	161	125	1786	full|inquiry|into|the|cost|of|drugs|and|the|pharmaceutical	58
a01-122-04	./data/lines/a01/a01-122/a01-122-04.png	./data/lines/a01/a01-122/a01-122-04.pt	161	115	1622	industry|.|"|The|health|of|children|today|owed|much	51
a01-122-05	./data/lines/a01/a01-122/a01-122-05.png	./data/lines/a01/a01-122/a01-122-05.pt	161	126	1605	to|the|welfare|food|scheme|.|It|was|maintained	46
a01-122-07	./data/lines/a01/a01-122/a01-122-07.png	./data/lines/a01/a01-122/a01-122-07.pt	161	122	1603	affluence|it|seemed|it|could|not|be|carried|on|.	48
a01-122u-10	./data/lines/a01/a01-122u/a01-122u-10.png	./data/lines/a01/a01-122u/a01-122u-10.pt	173	61	494	carried|on|.	12
a01-128-00	./data/lines/a01/a01-128/a01-128-00.png	./data/lines/a01/a01-128/a01-128-00.pt	160	123	1695	When|Mr.|Brown|sat|down|Labour|M Ps|cheered|for	47
a01-128-01	./data/lines/a01/a01-128/a01-128-01.png	./data/lines/a01/a01-128/a01-128-01.pt	160	145	1645	a|full|minute|-|and|even|his|bitterest|opponents	48
a01-128-04	./data/lines/a01/a01-128/a01-128-04.png	./data/lines/a01/a01-128/a01-128-04.pt	160	139	1635	on|which|indeed|the|Government|is|making|progress|.	51
a01-128-05	./data/lines/a01/a01-128/a01-128-05.png	./data/lines/a01/a01-128/a01-128-05.pt	160	125	1642	His|basic|defence|of|the|Health|Service|cuts|was|that	53
a01-128-06	./data/lines/a01/a01-128/a01-128-06.png	./data/lines/a01/a01-128/a01-128-06.pt	160	134	1635	"|even|after|the|proposed|changes|the|net|cost|of|the	53
a01-128-08	./data/lines/a01/a01-128/a01-128-08.png	./data/lines/a01/a01-128/a01-128-08.pt	160	126	962	three|years|by|20|per|cent.	27
a01-132-02	./data/lines/a01/a01-132/a01-132-02.png	./data/lines/a01/a01-132/a01-132-02.pt	176	110	1705	adjustment|being|made|in|financing|.|"	38
a01-132-04	./data/lines/a01/a01-132/a01-132-04.png	./data/lines/a01/a01-132/a01-132-04.pt	176	110	1524	the|financing|-|which|Mr.|Powell	32
a01-132-05	./data/lines/a01/a01-132/a01-132-05.png	./data/lines/a01/a01-132/a01-132-05.pt	176	117	1503	claimed|was|underpinning|-|not	30
a01-132-06	./data/lines/a01/a01-132/a01-132-06.png	./data/lines/a01/a01-132/a01-132-06.pt	176	122	1845	undermining|-|the|service|.|Answering|the	41
a01-132-07	./data/lines/a01/a01-132/a01-132-07.png	./data/lines/a01/a01-132/a01-132-07.pt	176	121	1889	attack|on|"|economic|charges|"|for|welfare	42
a01-132-09	./data/lines/a01/a01-132/a01-132-09.png	./data/lines/a01/a01-132/a01-132-09.pt	176	118	1797	foods|would|still|be|free|in|families	37
a02-000-00	./data/lines/a02/a02-000/a02-000-00.png	./data/lines/a02/a02-000/a02-000-00.pt	190	118	1737	MR.|Macmillan|has|picked|a|strong|"|brains|trust|"	50
a02-000-02	./data/lines/a02/a02-000/a02-000-02.png	./data/lines/a02/a02-000/a02-000-02.pt	189	106	1687	And|he|has|abandoned|plans|to|visit|President|de	48
a02-000-03	./data/lines/a02/a02-000/a02-000-03.png	./data/lines/a02/a02-000/a02-000-03.pt	190	119	1792	Gaulle|this|month|to|smooth|the|way|.|General	45
a02-000-04	./data/lines/a02/a02-000/a02-000-04.png	./data/lines/a02/a02-000/a02-000-04.pt	181	113	1633	de|Gaulle's|official|welcome|last|week	38
a02-000-06	./data/lines/a02/a02-000/a02-000-06.png	./data/lines/a02/a02-000/a02-000-06.pt	185	127	1747	taken|as|a|friendly|gesture|in|Whitehall|,	42
a02-000-07	./data/lines/a02/a02-000/a02-000-07.png	./data/lines/a02/a02-000/a02-000-07.pt	188	83	1051	but|no|more|than|that|.	23
a02-004-00	./data/lines/a02/a02-004/a02-004-00.png	./data/lines/a02/a02-004/a02-004-00.pt	185	135	1741	So|the|idea|of|personal|mission|by	34
a02-004-02	./data/lines/a02/a02-004/a02-004-02.png	./data/lines/a02/a02-004/a02-004-02.pt	182	141	1682	Instead|Mr.|Macmillan|will|rely|on|a	36
a02-004-03	./data/lines/a02/a02-004/a02-004-03.png	./data/lines/a02/a02-004/a02-004-03.pt	177	121	1847	hand-picked|team|under|the|leadership|of	40
a02-004-05	./data/lines/a02/a02-004/a02-004-05.png	./data/lines/a02/a02-004/a02-004-05.pt	180	118	1754	France|,|to|back|Mr.|Edward|Heath|,|Lord	40
a02-004-06	./data/lines/a02/a02-004/a02-004-06.png	./data/lines/a02/a02-004/a02-004-06.pt	179	138	2010	Privy|Seal|,|who|is|charged|with|the|conduct	44
a02-004-07	./data/lines/a02/a02-004/a02-004-07.png	./data/lines/a02/a02-004/a02-004-07.pt	175	137	1868	of|negotiations|with|the|Six|.|At|the|same	42
a02-004-08	./data/lines/a02/a02-004/a02-004-08.png	./data/lines/a02/a02-004/a02-004-08.pt	173	106	1654	time|the|Prime|Minister|has|offered	35
a02-004-10	./data/lines/a02/a02-004/a02-004-10.png	./data/lines/a02/a02-004/a02-004-10.pt	179	111	1157	safeguard|their|interests	25
a02-008-08	./data/lines/a02/a02-008/a02-008-08.png	./data/lines/a02/a02-008/a02-008-08.pt	170	93	543	negotiating|team|.	18
a02-012-00	./data/lines/a02/a02-012/a02-012-00.png	./data/lines/a02/a02-012/a02-012-00.pt	179	168	1889	The|team|is|composed|of|experienced	35
a02-012-01	./data/lines/a02/a02-012/a02-012-01.png	./data/lines/a02/a02-012/a02-012-01.pt	180	145	1823	negotiators|in|several|fields|.|Sir|Pier-	41
a02-012-03	./data/lines/a02/a02-012/a02-012-03.png	./data/lines/a02/a02-012/a02-012-03.pt	171	140	1761	a|skilful|backstage|negotiator|since	36
a02-012-04	./data/lines/a02/a02-012/a02-012-04.png	./data/lines/a02/a02-012/a02-012-04.pt	172	170	1860	his|days|as|Britain's|chief|UN|dele-	36
a02-012-07	./data/lines/a02/a02-012/a02-012-07.png	./data/lines/a02/a02-012/a02-012-07.pt	172	157	1783	tary|at|the|Ministry|of|Agriculture|,	37
a02-012-08	./data/lines/a02/a02-012/a02-012-08.png	./data/lines/a02/a02-012/a02-012-08.pt	172	146	1889	Food|,|and|Fisheries|.|The|Foreign|Office	41
a02-012-09	./data/lines/a02/a02-012/a02-012-09.png	./data/lines/a02/a02-012/a02-012-09.pt	175	181	1893	is|represented|by|Sir|Roderick|Barclay	38
a02-017-04	./data/lines/a02/a02-017/a02-017-04.png	./data/lines/a02/a02-017/a02-017-04.pt	187	115	1811	They|will|accompany|Mr.|Heath|next|month|when	45
a02-017-07	./data/lines/a02/a02-017/a02-017-07.png	./data/lines/a02/a02-017/a02-017-07.pt	187	112	1042	negotiations|should|be|held|.	29
a02-020-06	./data/lines/a02/a02-020/a02-020-06.png	./data/lines/a02/a02-020/a02-020-06.pt	184	101	538	Council|meeting|.	17
a02-024-07	./data/lines/a02/a02-024/a02-024-07.png	./data/lines/a02/a02-024/a02-024-07.pt	187	90	986	Stores|,|the|largest|in|town|.	30
a02-027-01	./data/lines/a02/a02-027/a02-027-01.png	./data/lines/a02/a02-027/a02-027-01.pt	189	116	1841	that|has|paralysed|the|port|of|Takoradi|for|the|past	52
a02-027-03	./data/lines/a02/a02-027/a02-027-03.png	./data/lines/a02/a02-027/a02-027-03.pt	186	112	1758	including|a|compulsory|savings|scheme|which|the	47
a02-027-04	./data/lines/a02/a02-027/a02-027-04.png	./data/lines/a02/a02-027/a02-027-04.pt	184	124	1769	Ghana|Government|introduced|in|July|.|Ghana's|strong	52
a02-027-06	./data/lines/a02/a02-027/a02-027-06.png	./data/lines/a02/a02-027/a02-027-06.pt	186	120	1861	having|made|his|contribution|to|the|neutrals'|conference	56
a02-027-09	./data/lines/a02/a02-027/a02-027-09.png	./data/lines/a02/a02-027/a02-027-09.pt	183	76	447	will|return|.	13
a02-032-06	./data/lines/a02/a02-032/a02-032-06.png	./data/lines/a02/a02-032/a02-032-06.pt	187	104	1621	tion|to|deal|ruthlessly|with|the|strikers|.|"	45
a02-037-01	./data/lines/a02/a02-037/a02-037-01.png	./data/lines/a02/a02-037/a02-037-01.pt	163	136	1785	Nkrumah's|Convention|Party|"|after|powerful|addresses	53
a02-037-02	./data/lines/a02/a02-037/a02-037-02.png	./data/lines/a02/a02-037/a02-037-02.pt	163	119	1805	by|Comrades|Krobo|Edusei|,|Tawia|Adamafio|,|"|and	49
a02-037-03	./data/lines/a02/a02-037/a02-037-03.png	./data/lines/a02/a02-037/a02-037-03.pt	163	124	1842	others|.|Strong|deeds|followed|strong|words|.|In|Takoradi	57
a02-037-05	./data/lines/a02/a02-037/a02-037-05.png	./data/lines/a02/a02-037/a02-037-05.pt	161	117	1799	the|Government|adequate|power|to|maintain|all	45
a02-037-06	./data/lines/a02/a02-037/a02-037-06.png	./data/lines/a02/a02-037/a02-037-06.pt	160	116	1822	essential|services|and|ensure|food|supplies|.|Thus|it	53
a02-037-07	./data/lines/a02/a02-037/a02-037-07.png	./data/lines/a02/a02-037/a02-037-07.pt	159	115	1753	becomes|an|offence|punishable|with|imprisonment	47
a02-037-08	./data/lines/a02/a02-037/a02-037-08.png	./data/lines/a02/a02-037/a02-037-08.pt	160	131	1831	for|anyone|who|"|publishes|a|report|likely|to|cause	51
a02-042-02	./data/lines/a02/a02-042/a02-042-02.png	./data/lines/a02/a02-042/a02-042-02.pt	163	122	1843	had|the|desired|effect|today|at|Kumasi|where|the	48
a02-042-07	./data/lines/a02/a02-042/a02-042-07.png	./data/lines/a02/a02-042/a02-042-07.pt	158	71	257	Accra|?	7
a02-046-01	./data/lines/a02/a02-046/a02-046-01.png	./data/lines/a02/a02-046/a02-046-01.pt	189	118	1795	bably|the|toughest|man|in|Mr.|Nkrumah's|team|,	46
a02-046-03	./data/lines/a02/a02-046/a02-046-03.png	./data/lines/a02/a02-046/a02-046-03.pt	189	112	1782	demonstrators|,|most|of|them|shopgirls|in|overalls|.	52
a02-046-04	./data/lines/a02/a02-046/a02-046-04.png	./data/lines/a02/a02-046/a02-046-04.pt	182	119	1740	"|If|you|have|not|dispersed|by|ten|o'clock|,|"|he	49
a02-046-05	./data/lines/a02/a02-046/a02-046-05.png	./data/lines/a02/a02-046/a02-046-05.pt	182	121	1739	told|them|,|'|the|police|will|act|.|'|At|five|to|ten	52
a02-046-06	./data/lines/a02/a02-046/a02-046-06.png	./data/lines/a02/a02-046/a02-046-06.pt	189	107	1699	a|posse|of|police|arrived|and|in|less|than	42
a02-046-07	./data/lines/a02/a02-046/a02-046-07.png	./data/lines/a02/a02-046/a02-046-07.pt	189	124	1365	two|minutes|the|crowd|had|gone|.	32
a02-050-01	./data/lines/a02/a02-050/a02-050-01.png	./data/lines/a02/a02-050/a02-050-01.pt	203	118	1653	the|President|back|from|his|travels|it|might|have|been	54
a02-050-02	./data/lines/a02/a02-050/a02-050-02.png	./data/lines/a02/a02-050/a02-050-02.pt	203	108	1473	thought|that|the|muster|from|the|13|States|of|the	49
a02-050-03	./data/lines/a02/a02-050/a02-050-03.png	./data/lines/a02/a02-050/a02-050-03.pt	189	124	1721	Commonwealth|was|an|occasion|worthy|of|his|presence|.	53
